"id","name","city","state","zip","holeCount","rating","latitude","longitude"
"grindstone-park","Grindstone Park","Ruidoso ","New Mexico","88345",27,4,33.3227109,-105.6813322
"harry-mcadams-park","Hobbs Army Airfield Disc Golf Course","Hobbs ","New Mexico","88240",18,,32.7719444,-103.2013889
"iaia-disc-golf-course","IAIA Disc Golf Course","Santa Fe ","New Mexico","87508",18,,35.6421715,-105.9903813
"inn-mountain-gods-resort-casino","Inn of the Mountain Gods Resort and Casino","Mescalero ","New Mexico","88340",18,,33.295438,-105.6902004
"ladera","Ladera","Albuquerque ","New Mexico","87120",18,2,35.1068042,-106.7240941
"lions-wilderness-disc-golf-course","Lions Wilderness Disc Golf Course","Farmington ","New Mexico","87402",27,5,36.7813313,-108.1594223
"lovington-disc-golf-course","Lovington Disc Golf Course","Lovington ","New Mexico","88260",18,,32.9389967,-103.3379119
"majestic-enchantment-disc-golf-course","Majestic Enchantment Disc Golf Course","Turley ","New Mexico","87412",18,,36.7540952,-107.7648045
"mallette-park","Mallette Park","Red River ","New Mexico","87558",18,,36.7126898,-105.4066249
"mlk-recreation-complex","MLK Recreation Complex","Artesia ","New Mexico","88210",6,,32.8511257,-104.4115649
"ned-houk-park","Ned Houk South","Clovis ","New Mexico","88101",18,,34.5182892,-103.1962494
"new-mexico-highlands-university-disc-golf-course","New Mexico Highlands University Disc Golf Course","Las Vegas ","New Mexico","87701",18,,35.6101433,-105.2180492
"north-mesa-picnic-grounds","North Mesa Picnic Grounds","Los Alamos ","New Mexico","87544",9,3,35.896153,-106.2932161
"philmont-scout-ranch","Philmont Scout Ranch","Cimarron ","New Mexico","87714",18,,36.4649677,-104.9461322
"picuris-pueblo-disc-golf-course","Picuris Pueblo Disc Golf Course","Picuris Pueblo ","New Mexico","87553",20,,36.1791577,-105.7034416
"pinon-park","Pinon Park","White Rock ","New Mexico","87544",9,2,35.8243242,-106.2132371
"raton-country-club","Raton Country Club","Raton ","New Mexico","87740",18,,36.8900871,-104.4652023
"red-river-ski-area","Red River Ski Area","Red River ","New Mexico","87558",18,,36.7062461,-105.4128874
"rio-bravo-county-park","Rio Bravo County Park","Albuquerque ","New Mexico","87105",9,,35.0193022,-106.6826933
"tucumcari-disc-golf-course","Robert Lumpkin Memorial Disc Golf Course ","Tucumcari ","New Mexico","88401",18,,35.1435785,-103.8020562
"roosevelt-park","Roosevelt Park","Albuquerque ","New Mexico","87106",18,3,35.0763581,-106.6326764
"san-juan-college-disc-golf-course","San Juan College Disc Golf Course","Farmington ","New Mexico","87402",18,4,36.770371,-108.169729
"sipapu-ski-summer-resort","Sipapu Ski & Summer Resort","Vadito ","New Mexico","87579",20,,36.1541978,-105.5482818
"ski-santa-fe-disc-golf","Ski Santa Fe Disc Golf","Santa Fe ","New Mexico","87506",18,,35.6421715,-105.9903813
"sunrise-springs-disc-golf-course","Sunrise Springs Disc Golf Course","Santa Fe ","New Mexico","87507",9,,35.6421715,-105.9903813
"sunrise-terrace","Sunrise Terrace","Las Cruces ","New Mexico","88001",4,,32.3228913,-106.764159
"taos-roc-pit-disc-golf","Taos Roc Pit Disc Golf","Taos ","New Mexico","87571",6,3,36.377374,-105.601912
"taos-ski-valley-disc-golf-course","Taos Ski Valley Disc Golf Course","Taos Ski Valley ","New Mexico","87514",18,1,36.596348,-105.454364
"whistle-stop-disc-golf-course-roundhouse-memorial-park","The Whistle Stop at Roundhouse Memorial Park","Raton ","New Mexico","87740",9,3,36.8978829,-104.4354947
"tico-time-river-resort-dgc","Tico Time River Resort Disc Golf","Aztec ","New Mexico","87410",18,,36.9900653,-107.8688207
"two-gray-hares-disc-golf-course","Two Gray Hares Disc Golf Course","Vadito ","New Mexico","87579",18,,36.1739,-105.616533
"vista-hills-park","Vista Hills Park","Rio Rancho ","New Mexico","87124",9,3,35.2638296,-106.6405514
"westland-park","Westland Park","Farmington ","New Mexico","87401",9,,36.7307747,-108.2466924
"wildlife-west-nature-park","Wildlife West Nature Park","Edgewood ","New Mexico","87015",9,,35.0695715,-106.20542
"wind-gardens-disc-golf-course","Wind Gardens Disc Golf Course","Portales ","New Mexico","88130",20,,34.1861922,-103.3343978
"zenith-park","Zenith Park","Cloudcroft ","New Mexico","88317",9,,32.9572291,-105.7368952
"520-disc-golf-lakefront-park","5&20 Disc Golf at Lakefront Park","Geneva ","New York","14456",12,,42.873794,-76.96500069999999
"angry-apple","Angry Apple","Darien Center ","New York","14040",18,,42.90240910000001,-78.43185079999999
"ausable-chasm-disc-golf-course","Ausable Chasm Disc Golf Course","Keeseville ","New York","12911",18,4,44.5293838,-73.4582507
"baker-farm","Baker Farm","Rochester (Chili) ","New York","14428",18,4,43.0772403,-77.7669954
"barkeater","BarkEater Disc Golf at Osgood Pond","Paul Smiths ","New York","12970",18,5,44.4482825,-74.25535789999999
"basil-marella-park","Basil Marella Park","Rochester (Greece) ","New York","14616",18,4,43.2349311,-77.6758679
"beacon-glades","Beacon Glades ","Beacon ","New York","12508",20,4,41.4886633,-73.96559289999999
"beaver-island-state-park","Beaver Island State Park","Grand Island ","New York","14072",18,3,42.9652089,-78.9503921
"bergen-disc-golf-hartland-park","Bergen Disc Golf at Hartland Park","Bergen ","New York","14416",9,,43.0798785,-77.9456893
"binghamton-university-disc-golf-course","Binghamton University Disc Golf Course","Binghamton ","New York","13902",18,,42.0907993,-75.96488
"black-diamond-disc-golf-course-emery-park","Black Diamond Disc Golf Course at Emery Park","South Wales ","New York","14139",18,4,42.7149612,-78.5972554
"blarney-stone-disc-golf-course","Blarney Stone Disc Golf Course","Newfane ","New York","14108",18,,43.293878,-78.70824
"blatnick-park","Blatnick Park","Niskayuna ","New York","12309",18,4,42.8143533,-73.863958
"blue-heron-park-0","Blue Heron Park","Canandagua ","New York","14424",9,,42.9131992,-77.29658239999999
"bond-lake-park-disc-golf-course","Bond Lake Park Disc Golf Course","Ransomville ","New York","14131",18,5,43.1827768,-78.9092903
"brakewell-steelwarwick","Brakewell Steel/Warwick","Warwick ","New York","10990",18,4,41.296238,-74.3895489
"brockport-disc-golf-course","Brockport Disc Golf Course","Brockport ","New York","14420",9,,43.2055707,-77.9699492
"burbine-forest-dgc","Burbine Forest Disc Golf Course","Charleston ","New York","12066",18,4,42.8193983,-74.3774413
"cadyville-disc-golf-course","Cadyville Disc Golf Course","Cadyville ","New York","12918",18,4,44.6995916,-73.61642789999999
"calverton-disc-golf","Calverton Disc Golf ","Calverton ","New York","11933",18,,40.9098524,-72.74513189999999
"campville-commons","Campville Commons","Endicott ","New York","13760",12,,42.0889897,-76.1427436
"cedar-beach-disc-golf-course","Cedar Beach Disc Golf Course","Babylon ","New York","11702",18,2,40.6244098,-73.2825714
"central-park-4","Central Park","Schenectady ","New York","12305",18,,42.8002578,-73.9089743
"chainbiters-browns-farm","Chainbiters at Brown's Farm","South Dayton ","New York","14138",21,,42.380745,-79.0677506
"champlain-disc-golf-course","Champlain Disc Golf Course","Champlain ","New York","12919",9,,44.9792671,-73.44448770000001
"chestnut-ridge-ravine","Chestnut Ridge - The Ravine","Orchard Park ","New York","14127",18,4,42.7222497,-78.7444086
"christ-king-center","Christ The King Center","Greenwich ","New York","12834",9,,43.07279279999999,-73.5018422
"churchville-park-dg-course","Churchville Park DG Course","Rochester (Churchville) ","New York","14428",18,1,43.1077727,-77.9024611
"clay-park-east","Clay Park - East","Liverpool ","New York","13090",18,,43.1513483,-76.1829328
"clay-park-central","Clay Park - West","Liverpool ","New York","13090",18,,43.15297580000001,-76.1882202
"climbing-bines-brewery-and-hop-farm","Climbing Bines Brewery and Hop Farm","Penn Yan ","New York","14527",9,4,42.6595488,-76.941451
"cloverbank-elementary-school","Cloverbank Elementary School","Hamburg ","New York","14075",4,,42.74801009999999,-78.8954409
"colonial-acres-golf-club","Colonial Acres Golf Club","Glenmont ","New York","12077",9,,42.6051273,-73.8046437
"conklin-sports-park","Conklin Sports Park","Conklin ","New York","13748",9,3,42.02383930000001,-75.7996689
"crown-point-campground-disc-golf-course","Crown Point Campground Disc Golf Course","Crown Point ","New York","12928",18,2,44.0265293,-73.4221266
"denison-park","Denison Park","Corning ","New York","14830",18,2,42.1377527,-77.03676349999999
"dotson-park-disc-golf-course","Dotson Park Disc Golf Course","Ithaca ","New York","14850",9,,42.35426289999999,-76.48169469999999
"ellicott-creek-disc-golf-course","Ellicott Creek Disc Golf Course","Tonawanda ","New York","14150",18,3,43.0210342,-78.8325739
"ellison-park","Ellison Park","Rochester ","New York","14610",18,4,43.14994300000001,-77.5149753
"emerson-park-disc-golf-course","Emerson Park Disc Golf Course","Auburn ","New York","13021",18,3,42.9045521,-76.5364991
"evangola-state-park","Evangola State Park","Irving ","New York","14081",18,,42.6059195,-79.0974179
"fancher-davidge-park-disc-golf-course","Fancher Davidge Park Disc Golf Course","Middletown ","New York","10940",9,,41.4571215,-74.4317722
"fdr-state-park","FDR State Park","Yorktown Heights ","New York","10598",18,4,41.2933967,-73.812889
"frost-valley-ymca","Frost Valley YMCA","Claryville ","New York","12725",18,,41.9886635,-74.5054676
"full-moon-resort","Full Moon Resort","Big Indian ","New York","12410",6,,42.038968,-74.44084
"gilbert-lakes-state-park","Gilbert Lake State Park","Laurens ","New York","13796",9,3,42.57275490000001,-75.12795600000001
"glimmerglass-state-park","Glimmerglass State Park","Cooperstown ","New York","13326",9,,42.78660530000001,-74.86216220000001
"greek-peak-disc-golf-course","Greek Peak Disc Golf Course","Cortland ","New York","13045",9,,42.5082644,-76.14544269999999
"green-lakes-state-park","Green Lakes State Park","Fayetteville ","New York","13066",9,,43.0584686,-75.9717647
"gunks-disc-golf-course-majestic-park","GUNKS Disc Golf Course at Majestic Park","Gardiner ","New York","12525",18,3,41.6787778,-74.1569256
"hackett-hill","Hackett Hill","Hyde Park ","New York","12538",18,,41.78902,-73.92451299999999
"halstead-hill","Halstead Hill","Owego ","New York","13827",36,,42.0971869,-76.2561728
"harlem-road-park","Harlem Road Park","West Seneca ","New York","14224",3,,42.847926,-78.7874951
"hawks-landing","Hawks Landing","Eden ","New York","14057",18,,42.63542169999999,-78.85842889999999
"heckscher-forest-disc-golf-course","Heckscher State Park Forest Disc Golf Course","East Islip ","New York","11730",21,3,40.711695,-73.1723749
"heritage-park-disc-golf","Heritage Park Disc Golf","North Syracuse ","New York","13212",9,,43.1371069,-76.14215999999999
"herkimer-college","Herkimer College","Herkimer ","New York","13350",9,,43.0322822,-75.0062459
"hickory-hill-camping-resort","Hickory Hill Camping Resort","Bath ","New York","14810",18,,42.366281,-77.309589
"hidden-acres-executive-disc-golf-course","Hidden Acres Executive Disc Golf Course","Perry ","New York","14569",18,,42.7444527,-78.0666486
"hillcrest-disc-golf-course","Hillcrest Disc Golf Course","Floriday ","New York","10921",9,,41.3475379,-74.34323119999999
"houghton-college-disc-golf","Houghton College Disc Golf","Houghton ","New York","14744",18,,42.4294782,-78.1514993
"hunter-mountain","Hunter Mountain","Hunter ","New York","12442",18,,42.2028872,-74.2246369
"hyzer-creek","Hyzer Creek","Middle Grove ","New York","12850",18,4,43.09596639999999,-74.0363771
"ironwood-disc-golf","Ironwood Disc Golf","Corning ","New York","14830",18,,42.137778,-77.0376526
"jamesville-beach","Jamesville Beach","Jamesville ","New York","13078",18,,42.967668,-76.07129259999999
"joralemon-park-disc-golf-course","Joralemon Park Disc Golf Course","Ravena ","New York","12143",38,4,42.4734196,-73.8675039
"joseph-davis-state-park","Joseph Davis State Park","Lewiston ","New York","14174",27,3,43.2126987,-79.04805669999999
"kingston-parks-and-recreation-disc-golf-course","Kingston Point Disc Golf Course","Kingston ","New York","12571",9,,41.9254991,-73.96598639999999
"leonard-park","Leonard Park","Mt. Kisco ","New York","10549",18,3,41.1934698,-73.72314519999999
"lighthouse-disc-golf-course-como-lake","Lighthouse Disc Golf Course at Como Lake","Lancaster ","New York","14086",18,3,42.8867464,-78.65560459999999
"lincoln-park-disc-golf-course-0","Lincoln Park Disc Golf Course","Tonawanda ","New York","14223",12,2,42.9702529,-78.83234399999999
"livonia-disc-golf-course","Livonia Disc Golf Course","Livonia ","New York","14487",9,,42.8143197,-77.6511075
"lookup-park","Lookup Park","Henrietta ","New York","14467",9,,43.0459981,-77.6125982
"mcgrath-sports-complex","Magrath Sports Complex","Fort Drum ","New York","13602",18,4,44.0558504,-75.7842896
"meadow-vale-campsites-disc-golf","Meadow-Vale Campsites Disc Golf","Mount Vision ","New York","13810",18,,42.6056173,-75.1234491
"merrill-park-disc-golf-course","Merrill Park Disc Golf Course","Parish ","New York","13131-3270",9,,43.3941892,-76.1258345
"mine-kill-park","Mine Kill Park","North Blenheim ","New York","12131",18,,42.4332327,-74.4628207
"mohonk-mountain-house","Mohonk Mountain House","New Paltz ","New York","12561",18,,41.7682902,-74.1560229
"monroe-community-college-disc-golf-course","Monroe Community College Disc Golf Course","Rochester (Henrietta) ","New York","14623",18,2,43.1013062,-77.61040419999999
"north-ponds-disc-golf-course","North Ponds Disc Golf Course","Webster ","New York","14580",9,,43.21603899999999,-77.4386609
"oak-mountain","Oak Mountain","Speculator ","New York","12164",18,,43.5139754,-74.36073859999999
"oasis-disc-golf-course","Oasis Disc Golf Course","Cassadaga ","New York","14718",9,,42.380745,-79.0677506
"oneonta-sports-park","Oneonta Sports Park","Oneonta ","New York","13820",9,,42.457823,-75.0098044
"oquaga-creek-state-park","Oquaga Creek State Park","Afton ","New York","13730",9,,42.17599999999999,-75.426
"outwater-park","Outwater Park","Lockport ","New York","14094",18,,43.1799662,-78.7008724
"oxbow-falls-park","Oxbow Falls Park","Canastota ","New York","13032",18,3,43.031118,-75.74262399999999
"panther-highlands-disc-golf-course","Panther Highlands Disc Golf Course","Dryden ","New York","13053",18,3,42.5027899,-76.2883256
"parma-disc-golf-course","Parma Disc Golf Course","Hilton ","New York","14468",18,5,43.2455939,-77.78563729999999
"payne-park","Payne Park","North Tonawanda ","New York","14120",9,1,43.0454248,-78.8771871
"pfrommer-woods","Pfrommer Woods","Williamson ","New York","14589",27,,43.25823219999999,-77.1447499
"pine-lake-disc-golf","Pine Lake Disc Golf","Davenport ","New York","13750",9,,42.1940089,-74.1302286
"pine-woods-park","Pine Woods Park","North Tonawanda ","New York","14120",9,2,43.0320394,-78.8630352
"plattsburgh-disc-golf-course-0","Plattsburgh Disc Golf Course ","Plattsburgh ","New York","12901",9,,44.69889089999999,-73.4512858
"porter-lake-park","Porter on the Lake Park","Youngstown ","New York","14174",9,,43.2751735,-78.9873616
"naples-town-park-disc-golf-course","Raines Family Disc Golf Course","Naples ","New York","14512",18,1,42.6245178,-77.3861718
"riverton-disc-golf-course","Riverton Disc Golf Course","West Henrietta ","New York","14586",18,4,43.0308879,-77.7204102
"robison-disc-golf-course-palmer-woods","Robison Disc Golf Course in Palmer Woods","Ithaca ","New York","14853",9,3,42.4588391,-76.4780704
"saratoga-spa-state-park","Saratoga Spa State Park","Saratoga Springs ","New York","12866",9,3,43.0549422,-73.7980592
"saugertieswoodstock-koa","Saugerties/Woodstock KOA","Saugerties ","New York","12477",9,1,42.0841321,-74.0182334
"sawyer-park-disc-golf-course","Sawyer Park Disc Golf Course","Rochester ","New York","14612",9,,43.249296,-77.691795
"schoolhouse-road-dgc","Schoolhouse Road Disc Golf Course","Canton ","New York","13617",18,,40.7504158,-81.387535
"shadow-hawk-mini-disc-golf-course","Shadow of the Hawk Mini Disc Golf Course","Eden ","New York","14057",18,,42.63542169999999,-78.85842889999999
"shenantaha-creek-disc-golf-course","Shenantaha Creek Disc Golf Course","Malta ","New York","12020",18,,42.9646903,-73.82390099999999
"shipwreck-bluff-dgc","Shipwreck Bluff Disc Golf Course","Brocton ","New York","14716",18,,42.4199894,-79.43009239999999
"shore-winds-blue-course","Shore Winds - Blue Course at Lakeside Beach State Park","Waterport ","New York","14571",18,,43.3607027,-78.224266
"shore-winds-white-course","Shore Winds - White Course at Lakeside Beach State Park","Waterport ","New York","14571",18,,43.3607027,-78.224266
"sned-acres-disc-golf-course","Sned-Acres Disc Golf Course","Ovid ","New York","14521",18,1,42.702384,-76.75162
"south-colton-disc-golf-course","South Colton Disc Golf Course","Colton ","New York","13625",10,,44.5219806,-74.8771578
"sterling-stage-disc-golf-course","Sterling Stage Disc Golf Course","Sterling ","New York","13156",9,,43.3529212,-76.61153350000001
"stone-bridge-and-caves-disc-golf-course","Stone Bridge and Caves Disc Golf Course","Pottersville ","New York","12860",9,,43.7474619,-73.8519405
"stonykill-disc-golf-course","Stonykill Disc Golf Course","Chatham ","New York","12037",18,,42.3844936,-73.5631416
"sullivan-park","Sullivan Town Park","Chittenango ","New York","13037",8,,43.04962219999999,-75.8773594
"suny-geneseo-disc-golf-course","SUNY Geneseo Disc Golf Course","Geneseo ","New York","14454",9,,42.79600689999999,-77.82386269999999
"sweden-town-park-disc-golf-course","Sweden Town Park Disc Golf Course","Rochester (Brockport) ","New York","14420",18,2,43.2055707,-77.9699492
"tannersville-disc-golf-course","Tannersville Disc Golf Course","Tannersville ","New York","12485",9,,42.1940089,-74.1302286
"thacher-park-disc-golf-course","Thacher Park Disc Golf Course","Voorheesville ","New York","12186",18,3,42.655309,-74.01930999999999
"apple-farm-spartan-course","The Apple Farm - Spartan Course","Victor ","New York","14564",18,4,42.9524802,-77.4144523
"beacon-golden-hill-state-park","The Beacon at Golden Hill State Park","Barker ","New York","14012",18,,43.372499,-78.4881946
"hatchery","The Hatchery","Greenville ","New York","12083",9,4,42.4144139,-74.0223846
"land","The Land","Cattaraugus ","New York","14719",18,,42.3301439,-78.86850989999999
"oasis-warwick","The Oasis at Warwick","Warwick ","New York","10990",18,,41.296238,-74.3895489
"ridge-campground","The Ridge Campground","Mt. Morris ","New York","14510",9,,42.6778902,-77.91272769999999
"woodlands-disc-golf-course-gates-town-park","The Woodlands Disc Golf Course at Gates Town Park","Rochester ","New York","14606",9,2,43.1699395,-77.74426059999999
"thurbers-gully-disc-golf-course","Thurber's Gully Disc Golf Course","Corning ","New York","14830",18,,42.1428521,-77.05469029999999
"town-rhinebeck","Town Of Rhinebeck","Rhinebeck ","New York","12572",9,,41.9270873,-73.91209479999999
"twin-ponds","Twin Ponds Campground","Peru ","New York","12972",18,,44.5471339,-73.47351379999999
"two-waters-disc-golf-course","Two Waters Disc Golf Course","Ticonderoga ","New York","12883",18,,43.8519089,-73.4150039
"tymor-park","Tymor Park","Lagrangeville ","New York","12540",9,,41.6520392,-73.69911619999999
"ub-north-disc-golf-course","UB North Disc Golf Course","Buffalo ","New York","14228",9,,42.9702529,-78.83234399999999
"van-buren-disc-golf-course","Van Buren Disc Golf Course","Baldwinsville ","New York","13027",18,,43.1269749,-76.334704
"veterans-park","Veterans Park","Tonawanda ","New York","14150",9,1,43.0097782,-78.90540639999999
"walnut-mountain-disc-golf-course","Walnut Mountain Disc Golf Course","Liberty ","New York","12754",9,4,41.7895201,-74.7632893
"wcv-dgc","West Canada Valley Disc Golf Course","Newport ","New York","13416",9,,43.0331084,-75.7420947
"whiteface-mountain","Whiteface Mountain","Wilmington ","New York","12997",9,3,44.36588039999999,-73.9026456
"wilcox-memorial-park-disc-golf-course","Wilcox Memorial Park Disc Golf Course","Milan ","New York","12581",18,5,41.9501782,-73.7264553
"wild-vines-disc-golf-course","Wild Vines Disc Golf Course","Watkins Glen ","New York","14891",18,,42.39631960000001,-76.9016116
"williamson-town-park","Williamson Town Park","Williamson ","New York","14589",18,,43.2064953,-77.2001812
"wilson-tuscarora-park","Wilson-Tuscarora Park","Wilson ","New York","14172",18,,43.3063851,-78.8497652
"wolfe-woods-warwick","Wolfe Woods at Warwick","Warwick ","New York","10990",18,3,41.296238,-74.3895489
"ace-run-north-end-park","Ace Run at North End Park","Manteo ","North Carolina","27954",9,,35.9280712,-75.719269
"ahoskie-creek-park","Ahoskie Creek Park","Ahoskie ","North Carolina","27910",18,5,36.2856661,-77.0024664
"alamance-reverve-apartments","Alamance Reserve Apartments","Burlington ","North Carolina","27215",9,,36.0644511,-79.5097622
"anderson-creek","Anderson Creek","Lillington ","North Carolina","27546",18,4,35.39932700000001,-78.8158528
"anderson-park-disc-golf","Anderson Park Disc Golf","Carrboro ","North Carolina","27510",18,2,35.9243222,-79.10474909999999
"apex-nature-park","Apex Nature Park","Apex ","North Carolina","27502",18,4,35.71708539999999,-78.90517860000001
"armfield-civic-center","Armfield Civic Center","Pilot Mountain ","North Carolina","27041",18,,36.39441619999999,-80.4818167
"arrowhead-park","Arrowhead Park","Wilmington ","North Carolina","28412",18,3,34.1352821,-77.9128279
"ashe-county-park-disc-golf-course","Ashe County Park Disc Golf Course","Jefferson ","North Carolina","28640",18,4,36.4364133,-81.4712831
"avalon-peaks-apartments","Avalon Peaks Apartments","Apex ","North Carolina","27539",18,,35.7208598,-78.81556929999999
"ayden-park","Ayden Park","Ayden ","North Carolina","28513",18,1,35.4884703,-77.4229245
"arnette-park","B. Cordell Disc Golf Course at Arnette Park","Fayetteville ","North Carolina","28304",18,3,35.0046946,-78.8580702
"bailey-road-park","Bailey Road Park","Cornelius ","North Carolina","28031",21,3,35.4667735,-80.84129659999999
"barber-park","Barber Park","Greensboro ","North Carolina","27401",18,3,36.0540092,-79.7518525
"barnet-park","Barnet Park","Kinston ","North Carolina","28504",18,3,35.2797053,-77.6430077
"bear-creek-disc-golf-course","Bear Creek Disc Golf Course","Robbins ","North Carolina","27325",18,,35.4339901,-79.59227059999999
"bear-lake-reserve-disc-golf-course","Bear Lake Reserve Disc Golf Course","Tuckasegee ","North Carolina","28783",9,,35.2420676,-83.0935995
"bearskin-creek-dickerson-park","Bearskin Creek at Dickerson Park","Monroe ","North Carolina","28110",18,,34.9872315,-80.5601906
"beattys-ford-park","Beatty's Ford Park","Denver ","North Carolina","28037",9,,35.4821646,-80.9581513
"beaufort-county-community-college-disc-golf-course","Beaufort County Community College Disc Golf Course","Washington ","North Carolina","27889",18,4,35.5337105,-76.96526779999999
"beech-mountain-resort-disc-golf","Beech Mountain Resort Disc Golf","Beech Mountain ","North Carolina","28604",18,,36.194648,-81.8780057
"bell-howard-chevrolet-disc-golf-course","Bell & Howard Chevrolet Disc Golf Course","Statesville ","North Carolina","28625",18,4,35.8075351,-80.8825198
"beth-schmidt-park-disc-golf-course","Beth Schmidt Park Disc Golf Course","Elon ","North Carolina","27244",9,2,36.095017,-79.5205555
"bethel-elementary-school","Bethel Elementary School","Bethel ","North Carolina","28716",9,,35.8058166,-77.3711242
"bethel-park-disc-golf-course","Bethel Park Disc Golf Course","Morganton ","North Carolina","28655",9,3,35.7378895,-81.6586871
"bethel-disc-golf-course","Bethel United Methodist Church Disc Golf Course","Winston-Salem ","North Carolina","27103",9,4,36.0533142,-80.30357359999999
"bethesda-park","Bethesda Park","Durham ","North Carolina","27703",18,3,35.9442985,-78.8463094
"betty-g-ross-park","Betty G. Ross Park","Lincolnton ","North Carolina","28092",9,,35.4617093,-81.2639864
"bill-smith-park","Bill Smith Park","Oak Island ","North Carolina","28465",9,1,33.9346325,-78.0606992
"black-mountain","Black Mountain","Black Mountain ","North Carolina","28711",18,3,35.6178951,-82.3212302
"black-mountain-ymca","Black Mountain YMCA","Black Mountain ","North Carolina","28711",18,,35.600945,-82.31804600000001
"black-widow-dgc","Black Widow Disc Golf Course","Germanton ","North Carolina","27019",27,5,36.2754371,-80.2461616
"boones-cave","Boone's Cave","Lexington ","North Carolina","27295",9,,35.798468,-80.46732200000001
"boulders-dgc-north-cove","Boulders Disc Golf at North Cove","Marion ","North Carolina","28752",18,,35.7578183,-81.8888115
"bracketts-bluff","Brackett's Bluff","Davidson ","North Carolina","28036",18,,35.49087000000001,-80.788989
"bradford-park","Bradford Park","Huntersville ","North Carolina","28078",18,4,35.4457214,-80.7910965
"bradley-center-disc-golf-course","Bradley Center Disc Golf Course","Gastonia ","North Carolina","28054",18,4,35.2825534,-81.16215360000001
"brevard-college-disc-golf-course","Brevard College Disc Golf Course","Brevard ","North Carolina","28712",18,3,35.2367409,-82.72949589999999
"buckhorn-harris-lake-county-park","Buckhorn at Harris Lake County Park","New Hill ","North Carolina","27562",19,4,35.6313778,-78.9211936
"camp-durant","Camp Durant","Carthage ","North Carolina","28327",18,,35.33782850000001,-79.5505094
"camp-rockmont-disc-golf-course","Camp Rockmont Disc Golf Course","Black Mountain ","North Carolina","28711",18,,35.6056098,-82.3363037
"campbell-university-disc-golf","Campbell University Campus Recreation Disc Golf Course","Buies Creek ","North Carolina","27546",18,2,35.4083451,-78.7394405
"cane-creek-park-0","Cane Creek Park","Waxhaw ","North Carolina","28173",18,,34.8425,-80.6848306
"casey-r-logan-disc-golf-course","Casey R. Logan Disc Golf Course","Kill Devil Hills ","North Carolina","27948",18,3,36.0045559,-75.6738137
"castle-hayne-park","Castle Hayne Park","Castle Hayne ","North Carolina","28429",18,5,34.3334967,-77.90308999999999
"catamount-links","Catamount Links","Cullowhee ","North Carolina","28723",18,3,35.297031,-83.17848359999999
"catawba-college","Catawba College","Salisbury ","North Carolina","28144",9,,35.691394,-80.4825793
"catawba-meadows","Catawba Meadows ","Morganton ","North Carolina","28655",18,,35.7611976,-81.70462289999999
"cb-eller-elementary-school","CB Eller Elementary School","Elkin ","North Carolina","28621",6,,36.2765655,-80.8888473
"cedar-hills-rotary-park","Cedar Hills Rotary Park","Raleigh ","North Carolina","27604",18,4,35.85904000000001,-78.629086
"cedarock-park","Cedarock DGC at Cedarock Park","Burlington ","North Carolina","27215",18,4,35.990879,-79.442281
"chantilly-park","Chantilly Park","Charlotte ","North Carolina","28205",2,,35.2066202,-80.80806919999999
"chatham-county-community-college","Chatham County Community College","Pittsboro ","North Carolina","27312",6,,35.7228597,-79.1901913
"chetola-resort-disc-golf-course","Chetola Resort Disc Golf Course","BLowing Rock ","North Carolina","28605",9,,36.1366497,-81.67183709999999
"city-lake-park","City Lake Park","Albemarle ","North Carolina","28001",18,,35.3544179,-80.2313968
"cornwallis-road-park","Cornwallis Road Park","Durham ","North Carolina","27705",18,2,35.9788203,-78.95222299999999
"cougar-country","Cougar Country","Boiling Springs Lakes ","North Carolina","28461",9,3,34.0208839,-78.06391239999999
"covenant","Covenant","Winterville ","North Carolina","28590",18,2,35.5578563,-77.3625469
"creek-wise-park","Creek Wise Park","Marion ","North Carolina","28752",18,,35.64675140000001,-82.0206069
"creekside-disc-golf-course-crooked-creek-park","Creekside Disc Golf Course at Crooked Creek Park","Indian Trail ","North Carolina","28079",18,,35.0645446,-80.6221466
"creekside-park-0","Creekside Park","Archdale ","North Carolina","27263",22,4,35.8961593,-79.9343726
"creekside-park-1","Creekside Park","New Bern ","North Carolina","28560",18,,35.0616966,-77.0401309
"crest-high-school","Crest High School","Shelby ","North Carolina","28152",9,,35.274696,-81.613426
"crooked-creek-crossing","Crooked Creek Crossing","Stallings ","North Carolina","28104",18,3,35.1151246,-80.64970439999999
"crookston-disc-golf-course","Crookston Disc Golf Course","Fletcher ","North Carolina","28732",9,1,35.4273871,-82.4933764
"cuthbertson-middle-school","Cuthbertson Middle School","Waxhaw ","North Carolina","28173",9,,34.9754301,-80.7391584
"davidson-college","Davidson College","Davidson ","North Carolina","28036",18,,35.5008018,-80.8446725
"davie-disc-golf-course","Davie Disc Golf Course","Mocksville ","North Carolina","27028",20,,35.8849816,-80.4842587
"deep-creek-dreams","Deep Creek Dreams ","Burlington ","North Carolina","27217",21,5,36.1514382,-79.369292
"dorton-park-disc-golf-course","Dorton Park Disc Golf Course","Concord ","North Carolina","28025",9,3,35.4106539,-80.67434530000001
"dry-creek","Dry Creek","Monroe ","North Carolina","28110",18,,35.3800992,-79.6265009
"east-carolina-university","East Carolina University","Greenville ","North Carolina","27834",18,4,35.6068806,-77.3665364
"east-clayton-park","East Clayton Park","Clayton ","North Carolina","27527",18,,35.640004,-78.41763569999999
